No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,ai-workbench.png,1672,941,1.78,1.78,,native,PNG,False,1,,bitmap,True,True,1789.2,Wide landscape
2,maintenance-illustration.png,1254,1254,1.00,1.00,,native,PNG,False,1,,bitmap,True,True,2513.6,Near square
